,PC1,PC2,PC3,sample_id,Super_Population,Population,Population_Description
751,0.7691190051715321,-1.6348396307973438,-0.2728324409679831,HG02028,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
752,0.7850666553972703,-1.5258448684150057,0.1156056033420129,HG02029,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
753,0.8041322621269094,-1.786275677555396,0.03242481151971505,HG02031,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
754,0.7242943391259131,-1.6993234164990794,0.4510397410491166,HG02032,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
755,0.7899642126160326,-1.2492380133167735,0.17192886924340045,HG02035,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
756,0.7238747423362263,-1.406358549674152,0.10443776436910233,HG02040,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
757,0.8528909557048605,-1.548810432914876,-0.36444336003156397,HG02047,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
758,0.7057366886943426,-1.8542296737082018,0.15408560915594818,HG02048,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
759,0.6782949517438087,-1.4113498033608993,0.060388944495618616,HG02049,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
760,0.8363438281329054,-1.2717148856649787,-0.04945679867345134,HG02050,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
761,-1.6721904351497834,0.011717584818866254,-0.437186259934719,HG02051,AFR,ACB,African Caribbean in Barbados
762,-1.6672597919949146,-0.0053524177132173905,-0.08823743056757911,HG02052,AFR,ACB,African Caribbean in Barbados
763,-1.7295691195786624,-0.07382031780384606,0.29922490599605606,HG02053,AFR,ACB,African Caribbean in Barbados
764,-1.572611094950782,-0.028693341020857792,-0.432058588162951,HG02054,AFR,ACB,African Caribbean in Barbados
765,0.6092191233695897,-1.6248806381351875,0.04919097721665409,HG02057,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
766,0.727057175576471,-1.376293083480345,0.40446026395420537,HG02058,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
767,0.815801732434291,-1.6318302640600724,0.09616804251303257,HG02060,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
768,0.8430216929281239,-1.5936180111452825,0.20136377573572237,HG02061,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
769,0.6991484787266248,-1.7412714505042082,-0.12183723273601825,HG02064,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
770,0.7003418612417419,-1.951165331892224,0.07358067818015697,HG02067,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
771,0.7113151449768516,-1.5219381962449519,0.3070351745810937,HG02069,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
772,0.6488638930004288,-1.739440524849215,0.40855037036185915,HG02070,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
773,0.5726635202620018,-1.6065913984572073,0.3335087779659378,HG02072,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
774,0.8332298070326439,-1.6227556680138557,-0.322337158067556,HG02073,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
775,0.7912200082312868,-2.052667462330359,-0.011597472628266367,HG02075,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
776,0.7035017842932155,-1.3988223036702525,-0.0816797808633141,HG02076,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
777,0.8361783931790134,-1.2305699862678015,-0.19483865648554977,HG02078,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
778,0.8669003195938977,-1.9009858617791293,0.2565912385450184,HG02079,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
779,0.6858407642077046,-1.521670337530108,-0.031996688560767504,HG02081,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
780,0.709468506967775,-1.3375047998945238,-0.2811746121698254,HG02082,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
781,0.7015382111007211,-1.771289555718198,0.4342099751642204,HG02084,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
782,0.6063276160175136,-1.8530620720694477,0.11306483540175623,HG02085,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
783,0.7736089241907655,-1.6494930447281728,0.22338566911174168,HG02086,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
784,0.8024144664415112,-1.8406723545726476,-0.05583820783322912,HG02087,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
785,0.7804376450591763,-1.8326513433605192,0.0828457856045854,HG02088,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
786,0.8391387278238396,-0.10619898820073698,-3.580724461957563,HG02089,AMR,PEL,"Peruvian in Lima, Peru"
787,0.46974937506143416,0.47891716828898373,-1.4790223657514452,HG02090,AMR,PEL,"Peruvian in Lima, Peru"
788,-1.6043148355431105,0.039639651226739854,-0.034563825908906574,HG02095,AFR,ACB,African Caribbean in Barbados
789,0.715997484159779,0.49434633724729904,-2.0294077016914165,HG02102,AMR,PEL,"Peruvian in Lima, Peru"
790,0.7566336192885118,-0.7293548615979887,-4.532893631060999,HG02104,AMR,PEL,"Peruvian in Lima, Peru"
791,0.875650039011112,-0.3980352243983598,-3.3651511631442794,HG02105,AMR,PEL,"Peruvian in Lima, Peru"
792,-1.5507431713255775,0.1355638797981721,0.1969640425114385,HG02107,AFR,ACB,African Caribbean in Barbados
793,-1.650939888228663,-0.16612951929092262,0.24980939115586423,HG02108,AFR,ACB,African Caribbean in Barbados
794,-1.8146627716004795,-0.26131284043099623,-0.12476577644636873,HG02111,AFR,ACB,African Caribbean in Barbados
795,0.7865842047701573,-1.8271889801280632,0.22309015675823568,HG02113,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
796,0.7620349593386632,-1.3546315573298577,0.13253219848052317,HG02116,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
797,0.7328547774042755,-1.4276255912177216,0.5786316598622083,HG02121,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
798,0.7500588074623656,-1.2552969740477928,-0.29531142268476396,HG02122,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
799,0.5832322777801718,-1.9247244234776835,0.17760528963219493,HG02127,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
800,0.6766166427636628,-1.8336521827472279,0.19706985394936033,HG02128,EAS,KHV,"Kinh in Ho Chi Minh City, Vietnam"
